project,has_global_start,sprite_starting_point,laggy_movement,double_condition,missing_forever_loop,clone_initialization,missing_termination,loose_blocks,multiple_attribute_modification,empty_body,sequential_actions,duplicated_name,long_script,broadcast_sync,nested_loops,duplicated_script,race_condition
39761092.sb,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0
39795376.sb,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
39901492.sb,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
40017722.sb,0,0,0,0,0,0,0,1,0,0,1,7,4,0,0,48,3
40026316.sb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
40068612.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
40116386.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40348748.sb,0,2,0,0,0,0,0,2,0,0,0,7,1,0,0,30,0
40376006.sb,0,0,0,0,0,0,0,10,0,1,1,0,8,5,0,0,2
40587684.sb,0,0,0,0,0,0,0,1,0,0,1,1,4,0,0,2,0
40687276.sb,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
40699482.sb,0,0,0,0,0,0,0,146,3,8,4,2,67,25,0,28,0
40721520.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40768792.sb,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
40783248.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40813878.sb,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0
40862180.sb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
40937008.sb,0,0,0,1,0,0,0,16,3,0,1,5,12,0,0,2,2
40938070.sb,0,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0
40967344.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41020876.sb,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
41060588.sb,0,0,0,0,0,0,0,31,0,15,6,14,83,6,0,758,12
41167506.sb,0,0,4,0,0,0,0,0,0,0,0,16,2,0,0,200,0
41191900.sb,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,10,0
41283078.sb,0,0,0,0,0,0,0,37,1,1,2,15,12,1,0,48,0
41350062.sb,1,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0
41359706.sb,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0
41410852.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41440772.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41484116.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
41582060.sb,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
41638360.sb,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
41675042.sb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
41677014.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
41686914.sb,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
41762236.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
42051658.sb,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42071848.sb,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0
42182900.sb,0,0,0,0,0,0,0,4,0,0,0,6,1,0,0,0,0
42185138.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42201082.sb,0,0,0,12,0,0,0,9,3,0,6,1,8,0,0,12,4
42477182.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42478168.sb,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,2,0
42549672.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42573920.sb,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
42691654.sb,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
42845138.sb,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43265136.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43268864.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43330140.sb,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
43482724.sb,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0
43489824.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43520618.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
43593734.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
43640788.sb,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
43687954.sb,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
43723716.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43764712.sb,0,0,0,0,0,0,0,2,0,0,2,7,7,1,0,18,0
43904978.sb,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
43938008.sb,0,0,0,0,0,0,0,0,2,0,1,0,4,0,0,0,0
43940108.sb,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0
44071470.sb,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
44074956.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
44077870.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44086142.sb,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
44102872.sb,0,0,0,0,0,0,0,0,0,0,1,3,4,2,0,28,0
44112144.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
44148994.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44265416.sb,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,16,0
44307378.sb,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
44327174.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44407818.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
44472414.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
44518622.sb,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44533652.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
44535110.sb,0,3,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
44595632.sb,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,6,1
44609024.sb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
44740154.sb,0,1,0,0,0,0,0,4,0,0,0,4,0,0,0,2,0
44758050.sb,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
44851668.sb,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0
44928800.sb,0,0,0,0,0,0,0,32,0,0,8,4,16,0,0,26,0
45044840.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45080438.sb,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
45225156.sb,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,20,2
45260650.sb,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
45346026.sb,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,184,0
45476070.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0
45500172.sb,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,90,0
45645080.sb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
45662922.sb,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
45873642.sb,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
45888058.sb,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
45903886.sb,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,40,0
45905312.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45931442.sb,0,0,0,0,0,0,0,1,0,5,3,6,47,0,0,1154,0
45941340.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
45970016.sb,0,0,0,1,0,0,0,0,2,3,0,1,1,0,0,0,0
45999482.sb,0,0,0,0,0,0,0,0,0,0,0,5,12,6,0,40,0
46050746.sb,0,1,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0
46124900.sb,0,0,0,0,0,0,0,0,0,0,0,18,9,1,0,8,0
46196348.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46209504.sb,0,0,0,0,0,0,0,0,0,0,1,7,3,0,0,6,0
46213336.sb,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46244834.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46370982.sb,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
46373260.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0
46542120.sb,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0
46548164.sb,0,0,1,0,0,0,0,16,3,1,1,5,2,1,0,4,0
46568278.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
46617168.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46759026.sb,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
46772794.sb,0,0,4,0,0,0,0,1,0,0,4,27,6,0,0,12,0
46773506.sb,1,0,6,0,0,0,0,0,0,0,0,2,0,0,0,4,0
46788780.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
46805684.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46825156.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
46869428.sb,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,104,0
46894728.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46919510.sb,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
46942454.sb,0,0,0,0,0,0,0,2,0,0,0,4,7,0,0,0,0
46960280.sb,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0
46999452.sb,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0
47093646.sb,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0
47104100.sb,0,0,2,0,0,0,0,0,0,0,1,6,1,0,0,116,0
47150834.sb,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
47179114.sb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
47179150.sb,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
47210984.sb,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,12,16
47219418.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
47310980.sb,0,0,0,0,0,0,0,42,0,0,0,12,2,0,0,2,1
47338178.sb,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
47359712.sb,0,0,0,2,0,0,0,0,2,0,0,2,1,0,0,0,0
47360298.sb,0,0,2,0,4,0,0,0,0,0,0,5,1,0,0,6,0
47365370.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
47490042.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47559104.sb,0,0,0,2,0,0,0,1,2,0,0,1,1,0,0,0,0
47642864.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47643968.sb,0,0,0,0,0,0,0,5,0,0,2,0,1,0,0,0,0
47664170.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47838600.sb,0,0,0,0,0,0,0,2,0,0,0,8,5,0,0,76,0
47839638.sb,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0
47868240.sb,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0
47899562.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47920390.sb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47963494.sb,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,0
48035270.sb,0,0,0,0,0,0,0,26,0,0,1,8,5,4,0,2,0
48155866.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48267518.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48277436.sb,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,0
48287170.sb,0,0,0,0,0,0,0,30,0,0,0,11,5,4,0,28,0
48317890.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
48478086.sb,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,2,0
48504792.sb,1,0,0,0,0,0,0,14,1,0,0,1,3,0,0,0,0
48514772.sb,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
48532738.sb,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
48560524.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48573344.sb,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48574628.sb,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
48574872.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48575940.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48589680.sb,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48606098.sb,0,0,0,0,0,0,0,2,0,0,0,47,15,10,0,60,0
48606472.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48614572.sb,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0
48620846.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48636994.sb,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,0,0
48739578.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
48775806.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48828756.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48951390.sb,1,0,0,0,0,0,0,2,0,0,0,9,7,0,0,8,0
48995274.sb,0,0,0,0,0,1,0,1,0,0,0,8,6,0,0,164,0
48999100.sb,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,0
49037910.sb,0,0,4,0,0,0,0,1,0,0,0,14,12,0,0,14,0
49052710.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49076912.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49100686.sb,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49102722.sb,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0
49134396.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49191882.sb,0,0,0,0,0,0,0,27,0,0,1,1,19,0,0,0,0
49219230.sb,0,1,0,0,0,0,0,16,0,0,11,10,11,0,0,0,0
49226678.sb,0,0,0,0,0,0,0,2,0,1,0,5,1,0,0,30,0
49250366.sb,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,240,0
49347738.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49477556.sb,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0
49525782.sb,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
49559672.sb,0,0,0,0,0,0,0,2,0,2,0,2,1,0,0,0,0
49565336.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49572432.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49622464.sb,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0
49642736.sb,0,0,0,0,0,0,0,1,0,1,0,11,1,0,0,680,0
49644196.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49667454.sb,0,0,0,0,0,0,0,0,0,0,0,20,22,0,0,380,0
49702700.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49716864.sb,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
49725060.sb,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
49798940.sb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
49823080.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49842892.sb,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,8,0
49891854.sb,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
49895852.sb,0,0,0,2,0,0,0,31,2,0,3,27,1,23,0,696,1
49903286.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
49963492.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
49993268.sb,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0
49993640.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49996600.sb,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,18,0
50034130.sb,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
50035292.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50053412.sb,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0
50128064.sb,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
50128534.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50134766.sb,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
50142052.sb,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0
50143710.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
50144382.sb,0,0,0,0,0,0,0,0,5,0,0,5,1,5,0,42,0
50147256.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50154330.sb,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50160672.sb,0,0,0,9,0,0,0,1,5,0,0,4,3,0,0,0,1
50202496.sb,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
50205796.sb,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1
50270686.sb,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0
50281862.sb,0,0,0,0,0,0,0,0,0,0,1,80,26,1,0,304,0
50282546.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
50387312.sb,0,0,0,0,0,0,0,30,0,0,0,9,15,1,0,16,6
50437642.sb,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
50530516.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50532006.sb,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,22,0
50539056.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50583096.sb,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
50639654.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50675500.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50686348.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50699446.sb,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,66,0
50737662.sb,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
50737768.sb,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
50744682.sb,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,36,0
50753926.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
50777542.sb,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,42,0
50792796.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50836042.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
50842562.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50894220.sb,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1
50919466.sb,0,0,0,0,0,0,0,0,2,0,0,6,2,0,0,42,0
50920478.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50922160.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50922726.sb,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
50988770.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
50989530.sb,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
50998834.sb,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
50999984.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
51028940.sb,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51035764.sb,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
51054820.sb,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,8,0
51060046.sb,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0
51164636.sb,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
51166384.sb,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,188,0
51171384.sb,0,0,0,0,0,0,0,29,0,0,0,17,12,0,0,48,0
51198222.sb,0,0,0,0,0,0,0,14,0,1,0,16,1,1,0,986,0
51203408.sb,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
51203456.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51206388.sb,0,1,0,0,0,0,0,3,0,0,2,0,1,0,7,0,0
51208598.sb,1,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0
51218688.sb,0,0,0,0,0,0,0,0,1,0,3,3,3,0,0,36,0
51229696.sb,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51238824.sb,0,0,0,0,0,0,0,2,0,0,0,10,13,0,0,46,0
51274174.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51317164.sb,0,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0
51369208.sb,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
51371444.sb,0,3,0,0,0,0,0,6,0,0,3,15,1,0,0,2,0
51467618.sb,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51499148.sb,0,0,0,0,0,0,0,2,0,4,1,25,10,0,0,896,0
51499626.sb,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
51557968.sb,0,0,0,2,0,0,0,0,1,0,0,1,2,0,0,0,0
51631746.sb,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
51642816.sb,0,0,0,0,0,0,0,4,0,0,0,2,1,1,0,0,0
51642864.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
51643094.sb,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0
51681128.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51740382.sb,0,0,0,1,0,1,0,124,0,12,6,0,51,19,0,4,2
51767416.sb,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,18,0
51774908.sb,1,0,0,0,0,0,0,3,0,0,0,3,2,0,0,0,0
51876920.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51921740.sb,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0
51943172.sb,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0
51982544.sb,0,0,0,0,0,0,0,1,8,0,1,17,21,10,26,228,5
51992270.sb,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
52017110.sb,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,8,0
52041492.sb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52091674.sb,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
52149508.sb,0,0,0,0,0,0,0,5,3,0,5,7,14,5,0,14,2
52150398.sb,0,0,0,0,0,0,0,4,0,0,0,1,1,1,0,0,0
52222004.sb,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
52245786.sb,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,50,0
52255742.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
52296882.sb,0,0,0,0,0,0,0,1,0,0,0,8,5,2,0,50,1
52309188.sb,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
52321632.sb,0,0,6,0,0,0,0,1,0,0,1,11,0,0,0,148,0
52331594.sb,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,8,0
52392484.sb,0,0,0,0,2,0,0,11,0,0,0,18,12,1,0,76,0
52404502.sb,0,0,11,0,0,0,0,0,0,0,1,24,16,1,0,9894,1
52442432.sb,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,210,0
52559206.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52583188.sb,0,0,0,1,0,0,1,45,0,1,2,1,33,14,0,78,0
52585314.sb,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,2,0
52675524.sb,0,0,0,0,0,0,0,0,0,0,0,10,8,1,0,150,0
52684334.sb,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0
52697000.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52726814.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
52880608.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52901944.sb,0,0,0,0,0,0,0,2,0,4,0,5,1,0,1,0,0
52931700.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
52948894.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53036578.sb,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
53050112.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53122818.sb,0,0,0,2,0,0,0,17,0,0,8,13,12,2,0,554,0
53123334.sb,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,6,0
53123554.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53123642.sb,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0
53156708.sb,0,0,2,0,0,0,0,1,1,0,0,2,2,0,0,0,0
53195984.sb,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
53201222.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53242656.sb,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53254988.sb,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,2,0
53275470.sb,0,0,4,0,0,0,0,0,0,0,0,2,4,1,1,6,0
53280160.sb,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
53369032.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53504692.sb,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53512848.sb,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
53515180.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
53523058.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53532054.sb,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,14,0
53603782.sb,1,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0
53622424.sb,0,0,0,0,0,0,0,4,0,0,0,46,6,0,0,2538,0
53622696.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53671626.sb,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0
53722958.sb,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,6,0
53723084.sb,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,0
53728604.sb,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,240,0
